LOG DES ATTAQUES
time;att_team;att_type;att_x;att_y;tgt_team;tgt_type;tgt_x;tgt_y;dist;dmg;hp_before;hp_after
28.70;A;Pikeman;73.27;54.00;B;Pikeman;74.00;54.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;56.00;B;Pikeman;74.00;56.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;58.00;B;Pikeman;74.00;58.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;60.00;B;Pikeman;74.00;60.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;62.00;B;Pikeman;74.00;62.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;64.00;B;Pikeman;74.00;64.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;66.00;B;Pikeman;74.00;66.00;0.73;4.00;11.00;7.00
28.70;A;Pikeman;73.27;68.00;B;Pikeman;74.00;68.00;0.73;4.00;15.00;11.00
29.30;A;Pikeman;72.37;48.62;B;Pikeman;73.00;48.00;0.88;4.00;27.00;23.00
29.30;A;Pikeman;72.37;69.38;B;Pikeman;73.00;70.00;0.88;4.00;27.00;23.00
29.30;A;Knight;73.44;50.00;B;Pikeman;74.00;50.00;0.56;8.00;11.00;3.00
29.30;A;Knight;73.44;52.00;B;Pikeman;74.00;52.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;54.00;B;Pikeman;74.00;54.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;56.00;B;Pikeman;74.00;56.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;58.00;B;Pikeman;74.00;58.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;60.00;B;Pikeman;74.00;60.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;62.00;B;Pikeman;74.00;62.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;64.00;B;Pikeman;74.00;64.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;66.00;B;Pikeman;74.00;66.00;0.56;8.00;7.00;0.00
29.30;A;Knight;73.44;68.00;B;Pikeman;74.00;68.00;0.56;8.00;11.00;3.00
29.60;A;Knight;73.04;50.00;B;Pikeman;74.00;50.00;0.96;8.00;3.00;0.00
29.60;A;Knight;73.04;68.00;B;Pikeman;74.00;68.00;0.96;8.00;3.00;0.00
29.90;A;Pikeman;72.29;40.00;B;Pikeman;73.00;40.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;42.00;B;Pikeman;73.00;42.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;44.00;B;Pikeman;73.00;44.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;46.00;B;Pikeman;73.00;46.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;48.00;B;Pikeman;73.00;48.00;0.71;4.00;23.00;19.00
29.90;A;Pikeman;72.29;70.00;B;Pikeman;73.00;70.00;0.71;4.00;23.00;19.00
29.90;A;Pikeman;72.29;72.00;B;Pikeman;73.00;72.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;74.00;B;Pikeman;73.00;74.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;76.00;B;Pikeman;73.00;76.00;0.71;4.00;31.00;27.00
29.90;A;Pikeman;72.29;78.00;B;Pikeman;73.00;78.00;0.71;4.00;31.00;27.00
29.90;B;Pikeman;73.00;40.00;A;Pikeman;72.29;40.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;42.00;A;Pikeman;72.29;42.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;44.00;A;Pikeman;72.29;44.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;46.00;A;Pikeman;72.29;46.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;48.00;A;Pikeman;72.29;48.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;70.00;A;Pikeman;72.29;70.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;72.00;A;Pikeman;72.29;72.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;74.00;A;Pikeman;72.29;74.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;76.00;A;Pikeman;72.29;76.00;0.71;4.00;47.00;43.00
29.90;B;Pikeman;73.00;78.00;A;Pikeman;72.29;78.00;0.71;4.00;47.00;43.00
30.20;B;Pikeman;75.00;52.00;A;Knight;74.40;52.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;54.00;A;Knight;74.40;54.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;56.00;A;Knight;74.40;56.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;58.00;A;Knight;74.40;58.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;60.00;A;Knight;74.40;60.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;62.00;A;Knight;74.40;62.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;64.00;A;Knight;74.40;64.00;0.60;8.00;76.00;68.00
30.20;B;Pikeman;75.00;66.00;A;Knight;74.40;66.00;0.60;8.00;76.00;68.00
30.50;A;Pikeman;74.25;52.00;B;Pikeman;75.00;52.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;54.00;B;Pikeman;75.00;54.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;56.00;B;Pikeman;75.00;56.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;58.00;B;Pikeman;75.00;58.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;60.00;B;Pikeman;75.00;60.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;62.00;B;Pikeman;75.00;62.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;64.00;B;Pikeman;75.00;64.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.25;66.00;B;Pikeman;75.00;66.00;0.75;4.00;55.00;51.00
30.50;A;Pikeman;74.27;52.00;B;Pikeman;75.00;52.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;54.00;B;Pikeman;75.00;54.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;56.00;B;Pikeman;75.00;56.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;58.00;B;Pikeman;75.00;58.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;60.00;B;Pikeman;75.00;60.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;62.00;B;Pikeman;75.00;62.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;64.00;B;Pikeman;75.00;64.00;0.73;4.00;51.00;47.00
30.50;A;Pikeman;74.27;66.00;B;Pikeman;75.00;66.00;0.73;4.00;51.00;47.00
30.50;A;Knight;74.48;52.00;B;Pikeman;75.00;52.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;54.00;B;Pikeman;75.00;54.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;56.00;B;Pikeman;75.00;56.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;58.00;B;Pikeman;75.00;58.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;60.00;B;Pikeman;75.00;60.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;62.00;B;Pikeman;75.00;62.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;64.00;B;Pikeman;75.00;64.00;0.52;8.00;47.00;39.00
30.50;A;Knight;74.48;66.00;B;Pikeman;75.00;66.00;0.52;8.00;47.00;39.00
30.80;A;Pikeman;72.28;40.00;B;Pikeman;73.00;40.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;42.00;B;Pikeman;73.00;42.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;44.00;B;Pikeman;73.00;44.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;46.00;B;Pikeman;73.00;46.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;48.00;B;Pikeman;73.00;48.00;0.72;4.00;19.00;15.00
30.80;A;Pikeman;72.28;70.00;B;Pikeman;73.00;70.00;0.72;4.00;19.00;15.00
30.80;A;Pikeman;72.28;72.00;B;Pikeman;73.00;72.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;74.00;B;Pikeman;73.00;74.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;76.00;B;Pikeman;73.00;76.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;72.28;78.00;B;Pikeman;73.00;78.00;0.72;4.00;27.00;23.00
30.80;A;Pikeman;74.27;50.00;B;Pikeman;75.00;50.00;0.73;4.00;55.00;51.00
30.80;A;Pikeman;74.27;68.00;B;Pikeman;75.00;68.00;0.73;4.00;55.00;51.00
30.90;B;Pikeman;75.00;50.00;A;Knight;74.48;50.00;0.52;8.00;92.00;84.00
30.90;B;Pikeman;75.00;68.00;A;Knight;74.48;68.00;0.52;8.00;92.00;84.00
31.10;A;Knight;74.40;50.00;B;Pikeman;75.00;50.00;0.60;8.00;51.00;43.00
31.10;A;Knight;74.40;52.00;B;Pikeman;75.00;52.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;54.00;B;Pikeman;75.00;54.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;56.00;B;Pikeman;75.00;56.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;58.00;B;Pikeman;75.00;58.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;60.00;B;Pikeman;75.00;60.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;62.00;B;Pikeman;75.00;62.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;64.00;B;Pikeman;75.00;64.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;66.00;B;Pikeman;75.00;66.00;0.60;8.00;39.00;31.00
31.10;A;Knight;74.40;68.00;B;Pikeman;75.00;68.00;0.60;8.00;51.00;43.00
31.40;A;Knight;74.48;50.00;B;Pikeman;75.00;50.00;0.52;8.00;43.00;35.00
31.40;A;Knight;74.48;68.00;B;Pikeman;75.00;68.00;0.52;8.00;43.00;35.00
31.40;A;Crossbowman;66.05;39.44;B;Pikeman;73.00;40.00;6.98;0.00;23.00;23.00
31.40;A;Crossbowman;66.13;39.81;B;Pikeman;73.00;40.00;6.87;8.00;23.00;15.00
31.40;A;Crossbowman;66.13;40.19;B;Pikeman;73.00;40.00;6.87;8.00;15.00;7.00
31.40;A;Crossbowman;66.13;42.19;B;Pikeman;73.00;42.00;6.87;0.00;23.00;23.00
31.40;A;Crossbowman;66.13;44.19;B;Pikeman;73.00;44.00;6.87;8.00;23.00;15.00
31.40;A;Crossbowman;66.13;46.19;B;Pikeman;73.00;46.00;6.87;8.00;23.00;15.00
31.40;A;Crossbowman;66.13;48.19;B;Pikeman;73.00;48.00;6.87;8.00;15.00;7.00
31.40;A;Crossbowman;66.09;69.16;B;Pikeman;73.00;70.00;6.96;8.00;15.00;7.00
31.40;A;Crossbowman;66.13;70.19;B;Pikeman;73.00;70.00;6.87;8.00;7.00;0.00
31.40;A;Crossbowman;66.13;72.19;B;Pikeman;73.00;72.00;6.87;0.00;23.00;23.00
31.40;A;Crossbowman;66.13;74.19;B;Pikeman;73.00;74.00;6.87;8.00;23.00;15.00
31.40;A;Crossbowman;66.13;76.19;B;Pikeman;73.00;76.00;6.87;8.00;23.00;15.00
31.40;A;Crossbowman;66.13;78.19;B;Pikeman;73.00;78.00;6.87;8.00;23.00;15.00
31.40;A;Crossbowman;66.05;78.56;B;Pikeman;73.00;78.00;6.98;8.00;15.00;7.00
31.70;A;Pikeman;72.27;40.00;B;Pikeman;73.00;40.00;0.73;4.00;7.00;3.00
31.70;A;Pikeman;72.27;42.00;B;Pikeman;73.00;42.00;0.73;4.00;23.00;19.00
31.70;A;Pikeman;72.27;44.00;B;Pikeman;73.00;44.00;0.73;4.00;15.00;11.00
31.70;A;Pikeman;72.27;46.00;B;Pikeman;73.00;46.00;0.73;4.00;15.00;11.00
31.70;A;Pikeman;72.27;48.00;B;Pikeman;73.00;48.00;0.73;4.00;7.00;3.00
31.70;A;Pikeman;72.27;72.00;B;Pikeman;73.00;72.00;0.73;4.00;23.00;19.00
31.70;A;Pikeman;72.27;74.00;B;Pikeman;73.00;74.00;0.73;4.00;15.00;11.00
31.70;A;Pikeman;72.27;76.00;B;Pikeman;73.00;76.00;0.73;4.00;15.00;11.00
31.70;A;Pikeman;72.27;78.00;B;Pikeman;73.00;78.00;0.73;4.00;7.00;3.00
31.70;A;Pikeman;74.26;50.00;B;Pikeman;75.00;50.00;0.74;4.00;35.00;31.00
31.70;A;Pikeman;74.26;52.00;B;Pikeman;75.00;52.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;54.00;B;Pikeman;75.00;54.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;56.00;B;Pikeman;75.00;56.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;58.00;B;Pikeman;75.00;58.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;60.00;B;Pikeman;75.00;60.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;62.00;B;Pikeman;75.00;62.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;64.00;B;Pikeman;75.00;64.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;66.00;B;Pikeman;75.00;66.00;0.74;4.00;31.00;27.00
31.70;A;Pikeman;74.26;68.00;B;Pikeman;75.00;68.00;0.74;4.00;35.00;31.00
31.70;A;Crossbowman;66.16;39.08;B;Pikeman;73.00;40.00;6.90;8.00;3.00;0.00
31.70;A;Crossbowman;66.32;49.17;B;Pikeman;73.00;48.00;6.78;8.00;3.00;0.00
31.70;A;Crossbowman;66.16;78.92;B;Pikeman;73.00;78.00;6.90;8.00;3.00;0.00
32.30;A;Knight;74.48;52.00;B;Pikeman;75.00;52.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;54.00;B;Pikeman;75.00;54.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;56.00;B;Pikeman;75.00;56.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;58.00;B;Pikeman;75.00;58.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;60.00;B;Pikeman;75.00;60.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;62.00;B;Pikeman;75.00;62.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;64.00;B;Pikeman;75.00;64.00;0.52;8.00;27.00;19.00
32.30;A;Knight;74.48;66.00;B;Pikeman;75.00;66.00;0.52;8.00;27.00;19.00
32.60;A;Pikeman;73.29;69.73;B;Pikeman;74.00;70.00;0.76;4.00;55.00;51.00
32.60;A;Pikeman;73.26;70.00;B;Pikeman;74.00;70.00;0.74;4.00;51.00;47.00
32.60;A;Crossbowman;66.94;68.59;B;Pikeman;73.00;72.00;6.96;8.00;19.00;11.00
32.90;A;Pikeman;73.29;48.27;B;Pikeman;74.00;48.00;0.76;4.00;55.00;51.00
32.90;A;Pikeman;73.28;40.00;B;Pikeman;74.00;40.00;0.72;4.00;55.00;51.00
32.90;A;Pikeman;72.29;42.00;B;Pikeman;73.00;42.00;0.71;4.00;19.00;15.00
32.90;A;Pikeman;72.29;44.00;B;Pikeman;73.00;44.00;0.71;4.00;11.00;7.00
32.90;A;Pikeman;72.29;46.00;B;Pikeman;73.00;46.00;0.71;4.00;11.00;7.00
32.90;A;Pikeman;73.28;48.00;B;Pikeman;74.00;48.00;0.72;4.00;51.00;47.00
32.90;A;Pikeman;73.28;70.00;B;Pikeman;74.00;70.00;0.72;4.00;47.00;43.00
32.90;A;Pikeman;72.29;72.00;B;Pikeman;73.00;72.00;0.71;4.00;11.00;7.00
32.90;A;Pikeman;72.29;74.00;B;Pikeman;73.00;74.00;0.71;4.00;11.00;7.00
32.90;A;Pikeman;72.29;76.00;B;Pikeman;73.00;76.00;0.71;4.00;11.00;7.00
32.90;A;Pikeman;73.28;78.00;B;Pikeman;74.00;78.00;0.72;4.00;55.00;51.00
32.90;A;Knight;74.40;50.00;B;Pikeman;75.00;50.00;0.60;8.00;31.00;23.00
32.90;A;Knight;74.40;52.00;B;Pikeman;75.00;52.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;54.00;B;Pikeman;75.00;54.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;56.00;B;Pikeman;75.00;56.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;58.00;B;Pikeman;75.00;58.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;60.00;B;Pikeman;75.00;60.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;62.00;B;Pikeman;75.00;62.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;64.00;B;Pikeman;75.00;64.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;66.00;B;Pikeman;75.00;66.00;0.60;8.00;19.00;11.00
32.90;A;Knight;74.40;68.00;B;Pikeman;75.00;68.00;0.60;8.00;31.00;23.00
32.90;A;Crossbowman;67.09;49.69;B;Pikeman;73.00;46.00;6.96;8.00;7.00;0.00
32.90;B;Pikeman;73.00;42.00;A;Pikeman;72.29;42.00;0.71;4.00;43.00;39.00
32.90;B;Pikeman;73.00;44.00;A;Pikeman;72.29;44.00;0.71;4.00;43.00;39.00
32.90;B;Pikeman;73.00;72.00;A;Pikeman;72.29;72.00;0.71;4.00;43.00;39.00
32.90;B;Pikeman;73.00;74.00;A;Pikeman;72.29;74.00;0.71;4.00;43.00;39.00
32.90;B;Pikeman;73.00;76.00;A;Pikeman;72.29;76.00;0.71;4.00;43.00;39.00
33.00;B;Pikeman;74.00;40.00;A;Pikeman;73.28;40.00;0.72;4.00;43.00;39.00
33.00;B;Pikeman;74.00;48.00;A;Pikeman;73.28;48.00;0.72;4.00;43.00;39.00
33.00;B;Pikeman;74.00;70.00;A;Pikeman;73.28;70.00;0.72;4.00;43.00;39.00
33.00;B;Pikeman;74.00;78.00;A;Pikeman;73.28;78.00;0.72;4.00;43.00;39.00
33.20;A;Knight;74.48;50.00;B;Pikeman;75.00;50.00;0.52;8.00;23.00;15.00
33.20;A;Knight;74.48;68.00;B;Pikeman;75.00;68.00;0.52;8.00;23.00;15.00
33.20;B;Pikeman;75.00;52.00;A;Knight;74.48;52.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;54.00;A;Knight;74.48;54.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;56.00;A;Knight;74.48;56.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;58.00;A;Knight;74.48;58.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;60.00;A;Knight;74.48;60.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;62.00;A;Knight;74.48;62.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;64.00;A;Knight;74.48;64.00;0.52;8.00;92.00;84.00
33.20;B;Pikeman;75.00;66.00;A;Knight;74.48;66.00;0.52;8.00;92.00;84.00
33.40;A;Crossbowman;66.59;39.64;B;Pikeman;73.00;42.00;6.84;8.00;15.00;7.00
33.40;A;Crossbowman;66.41;39.90;B;Pikeman;73.00;42.00;6.92;8.00;7.00;0.00
33.40;A;Crossbowman;66.13;44.19;B;Pikeman;73.00;44.00;6.87;8.00;7.00;0.00
33.40;A;Crossbowman;66.62;69.38;B;Pikeman;73.00;72.00;6.90;8.00;7.00;0.00
33.40;A;Crossbowman;66.13;74.19;B;Pikeman;73.00;74.00;6.87;0.00;7.00;7.00
33.40;A;Crossbowman;66.13;76.19;B;Pikeman;73.00;76.00;6.87;8.00;7.00;0.00
33.50;A;Pikeman;74.25;52.00;B;Pikeman;75.00;52.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;54.00;B;Pikeman;75.00;54.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;56.00;B;Pikeman;75.00;56.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;58.00;B;Pikeman;75.00;58.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;60.00;B;Pikeman;75.00;60.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;62.00;B;Pikeman;75.00;62.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;64.00;B;Pikeman;75.00;64.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.25;66.00;B;Pikeman;75.00;66.00;0.75;4.00;11.00;7.00
33.50;A;Pikeman;74.27;52.00;B;Pikeman;75.00;52.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;54.00;B;Pikeman;75.00;54.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;56.00;B;Pikeman;75.00;56.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;58.00;B;Pikeman;75.00;58.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;60.00;B;Pikeman;75.00;60.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;62.00;B;Pikeman;75.00;62.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;64.00;B;Pikeman;75.00;64.00;0.73;4.00;7.00;3.00
33.50;A;Pikeman;74.27;66.00;B;Pikeman;75.00;66.00;0.73;4.00;7.00;3.00
33.50;A;Crossbowman;68.13;54.08;B;Pikeman;75.00;54.00;6.88;8.00;3.00;0.00
33.50;A;Crossbowman;68.15;56.16;B;Pikeman;75.00;56.00;6.85;0.00;3.00;3.00
33.50;A;Crossbowman;68.15;58.16;B;Pikeman;75.00;58.00;6.85;0.00;3.00;3.00
33.50;A;Crossbowman;68.15;60.16;B;Pikeman;75.00;60.00;6.85;8.00;3.00;0.00
33.50;A;Crossbowman;68.15;62.16;B;Pikeman;75.00;62.00;6.85;8.00;3.00;0.00
33.70;A;Crossbowman;67.13;48.89;B;Pikeman;74.00;48.00;6.93;8.00;47.00;39.00
33.80;A;Pikeman;73.27;40.00;B;Pikeman;74.00;40.00;0.73;4.00;51.00;47.00
33.80;A;Pikeman;73.27;48.00;B;Pikeman;74.00;48.00;0.73;4.00;39.00;35.00
33.80;A;Pikeman;73.27;70.00;B;Pikeman;74.00;70.00;0.73;4.00;43.00;39.00
33.80;A;Pikeman;72.28;74.00;B;Pikeman;73.00;74.00;0.72;4.00;7.00;3.00
33.80;A;Pikeman;73.27;78.00;B;Pikeman;74.00;78.00;0.73;4.00;51.00;47.00
33.80;A;Pikeman;74.27;50.00;B;Pikeman;75.00;50.00;0.73;4.00;15.00;11.00
33.80;A;Pikeman;74.27;68.00;B;Pikeman;75.00;68.00;0.73;4.00;15.00;11.00
33.80;A;Crossbowman;68.11;65.47;B;Pikeman;75.00;66.00;6.91;0.00;3.00;3.00
33.80;A;Crossbowman;66.41;72.26;B;Pikeman;73.00;74.00;6.81;8.00;3.00;0.00
33.90;B;Pikeman;75.00;50.00;A;Knight;74.48;50.00;0.52;8.00;84.00;76.00
33.90;B;Pikeman;75.00;68.00;A;Knight;74.48;68.00;0.52;8.00;84.00;76.00
34.10;A;Pikeman;73.27;46.00;B;Pikeman;74.00;46.00;0.73;4.00;55.00;51.00
34.10;A;Knight;74.48;52.00;B;Pikeman;75.00;52.00;0.52;8.00;3.00;0.00
34.10;A;Knight;74.48;56.00;B;Pikeman;75.00;56.00;0.52;8.00;3.00;0.00
34.10;A;Knight;74.48;58.00;B;Pikeman;75.00;58.00;0.52;8.00;3.00;0.00
34.10;A;Knight;74.48;64.00;B;Pikeman;75.00;64.00;0.52;8.00;3.00;0.00
34.10;A;Knight;74.48;66.00;B;Pikeman;75.00;66.00;0.52;8.00;3.00;0.00
34.10;A;Crossbowman;67.26;39.36;B;Pikeman;74.00;40.00;6.77;8.00;47.00;39.00
34.10;A;Crossbowman;67.27;48.09;B;Pikeman;74.00;48.00;6.73;8.00;35.00;27.00
34.10;A;Crossbowman;67.16;78.34;B;Pikeman;74.00;78.00;6.85;8.00;47.00;39.00
34.10;A;Crossbowman;67.26;78.64;B;Pikeman;74.00;78.00;6.77;8.00;39.00;31.00
34.40;A;Pikeman;73.27;42.00;B;Pikeman;74.00;42.00;0.73;4.00;55.00;51.00
34.40;A;Pikeman;73.27;44.00;B;Pikeman;74.00;44.00;0.73;4.00;55.00;51.00
34.40;A;Pikeman;73.27;72.00;B;Pikeman;74.00;72.00;0.73;4.00;55.00;51.00
34.40;A;Pikeman;73.27;76.00;B;Pikeman;74.00;76.00;0.73;4.00;55.00;51.00
34.40;A;Crossbowman;67.27;40.23;B;Pikeman;74.00;40.00;6.73;0.00;39.00;39.00
34.40;A;Crossbowman;67.27;46.09;B;Pikeman;74.00;46.00;6.73;8.00;51.00;43.00
34.40;A;Crossbowman;67.20;70.52;B;Pikeman;74.00;70.00;6.82;8.00;39.00;31.00
34.40;A;Crossbowman;67.27;78.09;B;Pikeman;74.00;78.00;6.73;8.00;31.00;23.00
34.40;B;Pikeman;74.00;42.00;A;Pikeman;73.28;42.00;0.72;4.00;39.00;35.00
34.40;B;Pikeman;74.00;44.00;A;Pikeman;73.28;44.00;0.72;4.00;39.00;35.00
34.40;B;Pikeman;74.00;46.00;A;Pikeman;73.28;46.00;0.72;4.00;43.00;39.00
34.40;B;Pikeman;74.00;72.00;A;Pikeman;73.28;72.00;0.72;4.00;39.00;35.00
34.40;B;Pikeman;74.00;76.00;A;Pikeman;73.28;76.00;0.72;4.00;39.00;35.00
34.60;A;Crossbowman;67.22;68.64;B;Pikeman;74.00;70.00;6.91;8.00;31.00;23.00
34.70;A;Pikeman;73.26;40.00;B;Pikeman;74.00;40.00;0.74;4.00;39.00;35.00
34.70;A;Pikeman;73.26;42.00;B;Pikeman;74.00;42.00;0.74;4.00;51.00;47.00
34.70;A;Pikeman;73.26;44.00;B;Pikeman;74.00;44.00;0.74;4.00;51.00;47.00
34.70;A;Pikeman;73.26;46.00;B;Pikeman;74.00;46.00;0.74;4.00;43.00;39.00
34.70;A;Pikeman;73.26;48.00;B;Pikeman;74.00;48.00;0.74;4.00;27.00;23.00
34.70;A;Pikeman;73.26;72.00;B;Pikeman;74.00;72.00;0.74;4.00;51.00;47.00
34.70;A;Pikeman;73.26;76.00;B;Pikeman;74.00;76.00;0.74;4.00;51.00;47.00
34.70;A;Pikeman;73.26;78.00;B;Pikeman;74.00;78.00;0.74;4.00;23.00;19.00
34.70;A;Pikeman;74.26;50.00;B;Pikeman;75.00;50.00;0.74;4.00;11.00;7.00
34.70;A;Pikeman;74.26;68.00;B;Pikeman;75.00;68.00;0.74;4.00;11.00;7.00
34.70;A;Knight;74.40;50.00;B;Pikeman;75.00;50.00;0.60;8.00;7.00;0.00
34.70;A;Knight;74.40;68.00;B;Pikeman;75.00;68.00;0.60;8.00;7.00;0.00
34.70;A;Crossbowman;67.28;42.16;B;Pikeman;74.00;42.00;6.72;8.00;47.00;39.00
34.90;A;Crossbowman;67.37;49.62;B;Pikeman;74.00;48.00;6.82;8.00;23.00;15.00
35.00;A;Pikeman;73.26;74.00;B;Pikeman;74.00;74.00;0.74;4.00;55.00;51.00
35.10;B;Pikeman;74.00;74.00;A;Pikeman;73.28;74.00;0.72;4.00;39.00;35.00
35.40;A;Crossbowman;67.16;39.66;B;Pikeman;74.00;40.00;6.85;0.00;35.00;35.00
35.40;A;Crossbowman;67.27;39.91;B;Pikeman;74.00;40.00;6.73;8.00;35.00;27.00
